Name,JudgeName,Region,Province,Locality,Address,PostalCode,PhoneNumbers,Email,Fax,Url
Juzgado de Instrucción nº 2,"PATIÑO RUBIO, ARANZAZU",Andalucía,Huelva,Huelva,"C/ Alameda Sundheim, 28",21003,"959 10 67 79, 959 10 67 86",AtPublico.JInstrucc.2.Huelva.JUS@juntadeandalucia.es,959 01 38 01,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--2---Huelva?provincia=21
Tribunal Superior de Justicia Presidencia,"BARRIENTOS PACHO, JESUS MARIA",Cataluña,Barcelona,Barcelona,"Passeig Lluís Companys, 14-16",08018,"93 486 61 83, 93 486 62 32",,93 344 00 00,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia-Presidencia---Barcelona?provincia=08
Juzgado de Primera Instancia e Instrucción nº 2,"RIVAS GARCIA-BORBOLLA, MARIA ROCIO",Andalucía,Sevilla,Lora del Río,"Avda. de la Campana, 3",41440,"95 513 50 97, 95 513 50 98",AtPublico.JMixto.2.Lora.JUS@juntadeandalucia.es,95 580 85 32,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Lora-del-Rio?provincia=41
Juzgado de Primera Instancia e Instrucción nº 1,"VEGA PEDRAZA, MARIA LAURA",Castilla la Mancha,Albacete,Alcaraz,"C/ Padre Pareja, 1",02300,"967 38 00 14, 967 38 00 95",mixto1.alcaraz@justicia.es,967 38 10 05,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Alcaraz?provincia=02
Juzgado de Primera Instancia nº 4,"PEREZ MERINO, LUIS",Galicia,A Coruña,Coruña (A),"Rúa Monforte, s/n. Edif. Novos Xulgados",15007,"981 18 51 85, 981 18 51 86",instancia4.coruna@xustiza.gal,981 18 51 87,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--4---Coruna--A-?provincia=15
Juzgado de Primera Instancia e Instrucción nº 1,"RUIZ BERBIS, MARIA DE LA LUZ",Castilla la Mancha,Ciudad Real,Daimiel,"C/ Santa Teresa, 4",13250,"926 85 01 31, 926 85 00 16",mixto1.daimiel@justicia.es,926 85 44 80,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Daimiel?provincia=13
Juzgado de lo Penal nº 1,"FERNANDEZ-MONTELLS FERNANDEZ, ANTONIO MIGUEL",Illes Balears,Illes Balears,Maó-Mahón,"C/ Antoni Juan Alemany, 2",07700,"971 36 86 01, 971 35 08 24",penal1.mahon@justicia.es,971 36 87 69,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--1---Mao-Mahon?provincia=07
Juzgado de lo Social nº 3,,Andalucía,Huelva,Huelva,"C/ Vázquez López, 19",21001,"959 10 80 28, 959 10 80 39",AtPublico.JSocial.3.Huelva.JUS@juntadeandalucia.es,959 01 45 00,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--3---Huelva?provincia=21
Audiencia Provincial Penal nº 1,"DIEGO ALEGRE, LUIS DE",Andalucía,Cádiz,Cádiz,"C/ Cuesta de las Calesas, s/n",11006,"956 90 21 73, 956 90 22 04",AtPublico.Audiencia.S1.Penal.Cadiz.JUS@juntadeandalucia.es,956 24 52 70,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--1---Cadiz?provincia=11
Juzgado de Violencia sobre la Mujer nº 1,"NIETO LOPEZ-ARIAS, MARIA DE LAS MERCEDES",Comunidad Valenciana,Castellón/Castelló,Castelló de la Plana,"Bulevar Blasco Ibáñez, s/n",12003,964 62 17 03,csvim01_cas@gva.es,964 62 19 02,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Violencia-sobre-la-Mujer-n--1---Castellon-de-la-Plana-Castello-de-la-Pla?provincia=12
Juzgado de Primera Instancia nº 1,"RABADAN TORRECILLA, MARTA BELEN",Madrid,Madrid,Alcobendas,"C/ Joaquín Rodrigo, 3",28100,"91 653 92 90, 91 625 85 86",instancia1_alcobendas@madrid.org,91 652 39 07,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--1---Alcobendas?provincia=28
Juzgado de Instrucción nº 3,"BORREGO CARRION, MARGARITA",Andalucía,Huelva,Huelva,"C/ Alameda Sundheim, 28",21003,"959 10 67 06, 959 10 67 34",AtPublico.JInstrucc.3.Huelva.JUS@juntadeandalucia.es,959 01 37 63,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--3---Huelva?provincia=21
Juzgado de lo Social nº 4,"MARTIN CABRERA, MARIA DE LOS DOLORES",Andalucía,Jaén,Jaén,"Avda. Madrid, 70",23008,"953 33 13 65, 953 33 13 67",AtPublico.JSocial.4.Jaen.JUS@juntadeandalucia.es,953 00 34 22,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--4---Jaen?provincia=23
Juzgado de Instrucción nº 3,"SANCHEZ GASCA, MIGUEL FRANCISCO",Andalucía,Jaén,Jaén,"Avda. Ejército Español, 7",23050,"953 03 15 47, 953 03 15 48",AtPublico.JInstrucc.3.Jaen.JUS@juntadeandalucia.es,953 01 08 49,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--3---Jaen?provincia=23
Juzgado de lo Social nº 1,"MARTINEZ MOLINA, FRANCISCA",Andalucía,Jaén,Jaén,"Avda. Madrid, 70",23008,"953 96 43 73, 953 96 43 75",AtPublico.JSocial.1.Jaen.JUS@juntadeandalucia.es,953 00 34 02,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--1---Jaen?provincia=23
Juzgado de Violencia sobre la Mujer nº 1,"HIDALGO MORATINOS, MARIA CRISTINA",País Vasco,Araba/Álava,Vitoria-Gasteiz,"Avda. Gasteiz, 18 - 3ª Plta.",01008,"945 00 48 39, 945 00 48 97",violencia.vitoria@justizia.eus,945 00 49 26,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Violencia-sobre-la-Mujer-n--1---Vitoria-Gasteiz?provincia=01
Juzgado de lo Penal nº 1,"CUCHI DENIA, JAVIER MANUEL",Cataluña,Lleida,Lleida,"C/ Canyeret, 3-5",25007,"973 70 01 40, 973 70 01 60",penal1.lleida@xij.gencat.cat,973 70 01 43,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--1---Lleida?provincia=25
Juzgado de Instrucción nº 4,"BLASCO PEREZ, NADIA",Cataluña,Lleida,Lleida,"C/ Canyeret, 3-5",25007,"973 03 05 05, 973 70 01 60",instruccio4.lleida@xij.gencat.cat,973 70 01 25,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--4---Lleida?provincia=25
Juzgado de lo Contencioso-Administrativo nº 2,"MARROQUIN PARRA, MARIA ANGUSTIAS",Extremadura,Badajoz,Badajoz,"C/ Castillo Puebla de Alcocer, 20",06006,"924 28 65 46, 924 28 65 45",contencioso2.badajoz@justicia.es,924 28 65 74,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--2---Badajoz?provincia=06
Audiencia Provincial Penal nº 6,"LAHOZ ZAMARRO, MARIA PILAR",Aragón,Zaragoza,Zaragoza,"C/ Galo Ponte, 1-3",50003,"976 20 87 80, 976 20 88 08",audiencias6zaragoza@justicia.aragon.es,976 20 87 86,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--6---Zaragoza?provincia=50
Juzgado de Primera Instancia e Instrucción nº 1,"FERNANDEZ SIERRA, HECTOR",Galicia,Ourense,Pobra de Trives (A),"Avda. de Ámerica, 11",32780,988 33 70 83,mixto1.trives@xustiza.gal,988 33 70 84,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Pobra-de-Trives--A-?provincia=32
Juzgado de Instrucción nº 4,"PEREZ MINAYA, JAVIER",Andalucía,Huelva,Huelva,"C/ Alameda Sundheim, 28",21003,"959 10 67 58, 959 10 67 47",AtPublico.JInstrucc.4.Huelva.JUS@juntadeandalucia.es,959 01 37 70,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--4---Huelva?provincia=21
Juzgado de lo Contencioso-Administrativo nº 2,"GIMENEZ PEREZ, MARIA DEL PILAR",Andalucía,Almería,Almería,Ctra. de Ronda 120,04006,"950 80 90 50, 950 80 90 56",AtPublico.JContencioso.2.Almeria.JUS@juntadeandalucia.es,950 20 41 30,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--2---Almeria?provincia=04
Juzgado de Primera Instancia nº 12,"MARTIN VERONA, IGNACIO",Castilla y León,Valladolid,Valladolid,"C/ Nicolás Salmerón, 5",47003,983 21 92 89,instancia12.valladolid@justicia.es,983 21 38 99,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--12---Valladolid?provincia=47
Juzgado de Primera Instancia nº 5,"MARTINEZ VAZQUEZ, JORGE",Galicia,A Coruña,Coruña (A),"Rúa Monforte, s/n. Edif. Novos Xulgados",15007,"981 18 51 95, 981 18 51 97",instancia5.coruna@xustiza.gal,981 18 51 96,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--5---Coruna--A-?provincia=15
Juzgado de Primera Instancia nº 12,"FRAILE SANCHEZ, MARIA EUGENIA",Cantabria,Cantabria,Santander,"C/ Gutiérrez Solana, s/n",39011,942 35 70 46,juzgado.instancia12@justicia.cantabria.es,942 35 70 49,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--12---Santander?provincia=39
Juzgado de lo Social nº 1,"BLANCO MOSQUERA, FRANCISCO JAVIER",Galicia,Ourense,Ourense,Rúa Velázquez s/n,32002,"988 68 71 12, 988 68 71 13",social1.ourense@xustiza.gal,988 68 71 15,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--1---Ourense?provincia=32
Juzgado de Instrucción nº 1,"HOYOS GUIJARRO, SANTIAGO LUIS",Comunidad Valenciana,Alicante,Alicante/Alacant,"Avda. Aguilera, 53",03007,"96 593 57 53, 96 593 57 54",alin01_ali@gva.es,96 511 55 75,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--1---Alicante-Alacant?provincia=03
Juzgado de Primera Instancia nº 9,"RODRIGUEZ VIDAL, LUIS JAVIER",Galicia,A Coruña,Coruña (A),"Rúa Monforte, s/n. Edif. Novos Xulgados",15007,"981 18 52 59, 981 18 52 69",instancia9.coruna@xustiza.gal,981 18 52 59,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--9---Coruna--A-?provincia=15
Juzgado de Instrucción nº 4,"GARCIA LOPEZ, MARIA ANTONIA",Castilla y León,Burgos,Burgos,"Avda. Reyes Católicos, s/n. Edif. Juzgados",09005,"947 28 43 57, 947 28 43 58",instruccion4.burgos@justicia.es,947 28 43 66,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--4---Burgos?provincia=09
Juzgado de lo Contencioso-Administrativo nº 1,"GONZALEZ ABRALDES, ANA BELEN",Galicia,Ourense,Ourense,Rúa Velázquez s/n,32002,"988 68 71 54, 988 68 71 55",contencioso1.ourense@xustiza.gal,988 68 71 58,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--1---Ourense?provincia=32
Juzgado de Primera Instancia e Instrucción nº 2,"VELASCO ORTIZ, FRANCISCO JOSE",Andalucía,Sevilla,Estepa,"C/ Castillejo, 32",41560,"95 554 70 63, 95 554 70 97",AtPublico.JMixto.2.Estepa.JUS@juntadeandalucia.es,95 482 26 45,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Estepa?provincia=41
Juzgado de Primera Instancia nº 4,"SERRANO GONZALEZ, JUANA DE LA CRUZ",Aragón,Zaragoza,Zaragoza,"Pza. Expo, 6 - 3ª Plta. Escalera F",50018,"976 20 81 58, 976 20 82 61",instancia4zaragoza@justicia.aragon.es,976 20 86 45,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--4---Zaragoza?provincia=50
Juzgado de lo Social nº 2,"LUCINI NICAS, JOSE ANTONIO",Andalucía,Jaén,Jaén,"Avda. Madrid, 70",23008,"953 96 43 76, 953 96 43 81",AtPublico.JSocial.2.Jaen.JUS@juntadeandalucia.es,953 00 34 10,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--2---Jaen?provincia=23
Juzgado de lo Mercantil nº 1,"ARAGON ARRIOLA, MARTA",Andalucía,Almería,Almería,Ctra. de Ronda 120,04006,"950 80 90 67, 950 80 90 56",AtPublico.JMercantil.1.Almeria.JUS@juntadeandalucia.es,950 20 41 93,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Mercantil-n--1---Almeria?provincia=04
Juzgado de Instrucción nº 1,"CRESPO DE PABLO, JOSE MARIA",Castilla y León,Valladolid,Valladolid,"C/ Angustias, 40-44",47003,"983 41 33 45, 983 41 33 42",instruccion1.valladolid@justicia.es,983 41 34 61,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--1---Valladolid?provincia=47
Juzgado de lo Social nº 2,"CANTON PLAZA, LOURDES",Andalucía,Almería,Almería,Ctra. de Ronda 120,04006,"950 80 90 54, 950 80 90 55",AtPublico.JSocial.2.Almeria.JUS@juntadeandalucia.es,950 20 40 22,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--2---Almeria?provincia=04
Juzgado de Primera Instancia nº 8,"JUAN GARCIA, MARIA JOSE",Comunidad Valenciana,Alicante,Alicante/Alacant,"Avda. Aguilera, 53",03007,"96 593 58 62, 96 593 58 63",alpi08_ali@gva.es,96 593 61 93,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--8---Alicante-Alacant?provincia=03
Juzgado de lo Social nº 2,"LIÑAN ROJO, MARIA INMACULADA",Andalucía,Huelva,Huelva,"C/ Vázquez López, 19",21001,"959 03 07 38, 959 03 07 33",AtPublico.JSocial.2.Huelva.JUS@juntadeandalucia.es,959 01 72 07,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--2---Huelva?provincia=21
Juzgado de Menores Único,"AMORES ESCUDERO, MARIA JOSE",Extremadura,Badajoz,Badajoz,"Avda. de Colón, 8 - 4ª Plta.",06005,924 28 43 12,menores.badajoz@justicia.es,924 28 43 13,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Menores-Unico---Badajoz?provincia=06
Juzgado de Primera Instancia nº 7,"RODRIGUEZ SANCHEZ, YOLANDA",Galicia,A Coruña,Coruña (A),"Rúa Monforte, s/n. Edif. Novos Xulgados",15007,"981 18 52 15, 981 18 52 16",instancia7.coruna@xustiza.gal,981 18 52 17,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--7---Coruna--A-?provincia=15
Juzgado de lo Social nº 4,"SALVAGO SANZ, MARIA AUXILIADORA",Andalucía,Huelva,Huelva,"C/ Vázquez López, 19",21001,"959 23 59 32, 959 22 42 35",,959 00 63 19,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--4---Huelva?provincia=21
Juzgado de lo Penal nº 1,"ALAMAN PLA, LAURA",Comunidad Valenciana,Castellón/Castelló,Castelló de la Plana,"Bulevar Blasco Ibáñez, s/n",12003,"964 62 14 84, 964 62 14 85",cspe01_cas@gva.es,964 62 19 25,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--1---Castellon-de-la-Plana-Castello-de-la-Plana?provincia=12
Juzgado de lo Penal nº 1,"FERNANDEZ MIRANDA, MARIA DEL MAR",La Rioja,La Rioja,Logroño,"C/ Marqués de Murrieta, 45-47",26005,"941 29 65 53, 941 29 65 55",penal1.logrono@larioja.org,941 29 65 62,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--1---Logrono?provincia=26
Juzgado de Instrucción nº 2,"GIL MARGARETO, CESAR",Castilla y León,Valladolid,Valladolid,"C/ Angustias, 40-44",47003,"983 41 33 39, 983 41 33 37",instruccion2.valladolid@justicia.es,983 41 34 62,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--2---Valladolid?provincia=47
Juzgado de Primera Instancia nº 9,"SAN MIGUEL LASO, RAMON",Cantabria,Cantabria,Santander,"Avda. Pedro San Martín, s/n. Edif. Salesas",39010,"942 35 70 34, 942 35 71 15",juzgado.instancia9@justicia.cantabria.es,942 35 70 35,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--9---Santander?provincia=39
Juzgado de Primera Instancia nº 3,"AJA LAVIN, EVA MARIA",Cantabria,Cantabria,Santander,"Avda. Pedro San Martín, s/n. Edif. Salesas",39010,"942 35 70 22, 942 35 71 15",juzgado.instancia3@justicia.cantabria.es,942 35 70 23,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--3---Santander?provincia=39
Audiencia Provincial Presidencia,"BALLESTIN MIGUEL, ALFONSO",Aragón,Zaragoza,Zaragoza,"C/ Galo Ponte, 1-3",50003,"976 20 84 00, 976 20 83 68",audiencias1zaragoza@justicia.aragon.es,976 20 87 99,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Presidencia---Zaragoza?provincia=50
Juzgado de lo Mercantil nº 1,"GONZALEZ AMADO, ZAIRA VANESA",Extremadura,Badajoz,Badajoz,"C/ Castillo Puebla de Alcocer, 20",06006,"924 28 62 75, 924 28 63 55",mercantil1.badajoz@justicia.es,924 28 64 55,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Mercantil-n--1---Badajoz?provincia=06
Juzgado de lo Social nº 3,"ANTONA SUENA, HELENA",Castilla y León,León,León,"Ps. Sáenz de Miera, 6",24009,"987 89 51 39, 987 29 66 67",social3.leon@justicia.es,987 89 52 00,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--3---Leon?provincia=24
Juzgado de Instrucción nº 2,"VITORIA MARIN, EMMA",La Rioja,La Rioja,Logroño,"C/ Marqués de Murrieta, 45-47",26005,"941 29 65 25, 941 29 65 23",instruccion2.logrono@larioja.org,941 29 65 21,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--2---Logrono?provincia=26
Juzgado de lo Penal nº 2,"BARBA ALVEDRO, ROBERTO",Galicia,Lugo,Lugo,"C/ Armando Durán, s/n",27002,"982 29 47 46, 982 29 47 47",penal2.lugo@xustiza.gal,982 29 47 45,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--2---Lugo?provincia=27
Juzgado de Primera Instancia nº 5,"GARCIA MATA, CARLOS",Aragón,Zaragoza,Zaragoza,"Pza. Expo, 6 - 1ª Plta. Escalera F",50018,"976 20 81 39, 976 20 81 40",instancia5zaragoza@justicia.aragon.es,976 20 81 41,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--5---Zaragoza?provincia=50
Juzgado de Primera Instancia nº 7,"CLIMENT DURAN, RAFAEL TOMAS",Asturias,Asturias,Gijón,"Pza. Decano Eduardo Ibaseta, 1",33207,"98 517 55 42, 98 517 55 43",juzgadoinstancia7.gijon@asturias.org,98 517 55 46,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--7---Gijon?provincia=33
Juzgado de Instrucción nº 3,"RELAÑO RUIZ, ANA MARIA",Andalucía,Córdoba,Córdoba,"C/ Isla Mallorca, s/n",14011,"957 74 50 84, 957 74 50 87",AtPublico.JInstrucc.3.Cordoba.JUS@juntadeandalucia.es,957 00 23 47,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--3---Cordoba?provincia=14
Juzgado de Primera Instancia nº 4,"GARCIA BARROS, JUSTO MANUEL",Cantabria,Cantabria,Santander,"Avda. Pedro San Martín, s/n. Edif. Salesas",39010,"942 35 70 24, 942 35 71 15",juzgado.instancia4@justicia.cantabria.es,942 35 70 25,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--4---Santander?provincia=39
Juzgado de Primera Instancia nº 10,"LANDIN DIAZ DE CORCUERA, IÑIGO",Cantabria,Cantabria,Santander,"Avda. Pedro San Martín, s/n. Edif. Salesas",39010,"942 35 70 40, 942 35 71 15",juzgado.instancia10@justicia.cantabria.es,942 35 70 41,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--10---Santander?provincia=39
Juzgado de lo Contencioso-Administrativo nº 2,"VERDEJA MELERO, JOSE ANDRES",Galicia,Ourense,Ourense,Rúa Velázquez s/n,32002,"988 68 71 62, 988 68 71 64",contencioso2.ourense@xustiza.gal,988 68 71 65,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--2---Ourense?provincia=32
Audiencia Provincial Presidencia,"PICATOSTE SUEIRAS, IGNACIO ALFREDO",Galicia,A Coruña,Coruña (A),"C/ Cigarreras, 1",15006,"981 18 20 60, 981 18 20 61",seccion1.ap.coruna@xustiza.gal,981 18 20 65,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Presidencia---Coruna--A-?provincia=15
Juzgado de lo Social nº 2,"RODRIGUEZ ARROYO, PATRICIA TERESA",La Rioja,La Rioja,Logroño,"C/ Marqués de Murrieta, 45-47",26005,"941 29 66 46, 941 29 66 47",social2.logrono@larioja.org,941 29 66 50,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--2---Logrono?provincia=26
Juzgado de Primera Instancia e Instrucción nº 2,"GARCIA HINOJAL, ALEJANDRO",Andalucía,Sevilla,Lebrija,"C/ Sevilla, 23",41740,"95 554 81 57, 95 554 81 34",AtPublico.JMixto.2.Lebrija.JUS@juntadeandalucia.es,95 583 98 13,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Lebrija?provincia=41
Juzgado de Primera Instancia nº 3,"MARRERO FUMERO, CARMEN ROSA",Canarias,Santa Cruz de Tenerife,San Cristóbal de La Laguna,"Pza. del Adelantado, 12-14",38201,"922 92 42 69, 922 92 42 70",instancia3.lagu@justiciaencanarias.org,922 92 43 82,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--3---San-Cristobal-de-La-Laguna?provincia=38
Juzgado de Vigilancia Penitenciaria nº 1,"ESTEVEZ JIMENO, ANGEL DIONISIO",Extremadura,Badajoz,Badajoz,"Avda. de Colón, 8 - 2ª Plta.",06005,924 28 42 07,vigilancia.badajoz@justicia.es,924 28 42 08,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Vigilancia-Penitenciaria-n--1---Badajoz?provincia=06
Juzgado de lo Contencioso-Administrativo nº 1,"COBOS GRANDE, MARIA SACRAMENTO",Andalucía,Jaén,Jaén,"C/ Arquitecto Berges, 28",23007,"953 03 15 64, 953 03 15 63",AtPublico.JContencioso.1.Jaen.JUS@juntadeandalucia.es,953 00 19 26,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--1---Jaen?provincia=23
Juzgado de Instrucción nº 4,"BALLESTEROS RAMIREZ, MARIA DEL CARMEN",Andalucía,Jaén,Jaén,"C/ Carmelo Torres, 15",23007,"953 96 33 03, 953 96 21 77",AtPublico.JInstrucc.4.Jaen.JUS@juntadeandalucia.es,953 31 90 18,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--4---Jaen?provincia=23
Juzgado de lo Social nº 4,"HERNANDEZ REDONDO, JOSE ANTONIO",Extremadura,Badajoz,Badajoz,"C/ Castillo Puebla de Alcocer, 24",06006,"924 20 76 21, 924 20 76 22",social4.badajoz@justicia.es,924 20 76 23,/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--4---Badajoz?provincia=06
